"PLOTID","longitude","latitude","SIZEM","SHAPE","FLAGGED","ANALYSES","SAMPLEPOINTS","USERID","BUILTSURFACE","BUILTVEGNONTREE","BUILTTREE","MINING","MUDFLATBEACH","BARRENOTHER","TREEPLANTATIONORCHARD","TREEMANGROVE","TREEOTHER","SHRUB","GRASS","CROP","AQUACULTUREPOND","AQUATICVEGOTHER","WATER","SNOWICE","UNKNOWN","OTHER"
2418,95.36136068,21.47401916,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,95.99240199,20.03960282,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,94.96336228,21.30764485,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,96.10131542,21.91018965,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,96.20989472,16.8245317,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,97.1816978,19.68437118,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,96.0038811,21.81576099,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,94.58961533,20.58818838,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,96.08980878,21.91468625,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,96.04134045,21.91468625,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,97.87626889,14.82354338,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,95.17042643,21.9821353,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,95.27841422,21.64938668,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,95.09385728,21.35261088,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,95.13746289,22.1350198,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,95.32102192,21.58193763,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,99.87925694,20.43530388,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,94.81530641,20.9254336,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,95.22803886,20.21497033,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,98.05405948,24.08204888,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,94.91929849,20.1565145,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,94.78270555,20.91194379,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,99.90275958,20.88046757,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,96.18144804,16.84251811,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,97.4319372,25.36358072,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,97.03006085,22.55320387,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,97.54447179,21.6808629,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,95.05805588,21.33462447,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,94.300376,24.22144357,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,95.28914029,21.71683572,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,96.02082489,21.24918902,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,96.12914614,16.88748414,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,96.92846998,25.35009092,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,94.24105023,18.87498265,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2452,97.96939191,23.30863317,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2453,96.10869301,16.83802151,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2454,97.03034338,20.79952872,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,95.54908904,18.43881216,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,94.62031882,20.34986842,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2457,96.10614763,16.85151132,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,95.9747019,21.88770664,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,96.71791709,17.95767565,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,96.18710986,19.66638477,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,96.12685617,16.88298754,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,95.17214945,22.01361152,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,96.0084819,21.72133233,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,95.39035282,21.47401916,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,96.23300319,16.85151132,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,96.08748543,16.84251811,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,94.05634204,23.1962181,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,96.0023002,21.74831194,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,97.24910991,17.20674295,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,95.06197288,21.34811428,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,96.04559344,21.92817606,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,94.95558613,21.28066524,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,95.17947484,21.99562511,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,95.46210466,21.80227118,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,95.24532656,21.63589687,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,96.0802418,16.85600792,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,97.91321034,14.68864529,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,97.37781311,16.76607586,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,96.49463627,22.92642192,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,97.74535037,17.00439582,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,96.63357881,17.7328455,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,96.14482872,16.77956567,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,96.66612759,18.07009072,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,95.17565755,21.06033169,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,96.05905586,21.9911285,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,96.63725691,20.67362384,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,95.05514245,21.33012787,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,95.37797589,21.49200558,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,94.95868171,20.57919517,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,96.0657674,16.88298754,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,94.84389133,21.11429093,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,96.09218357,16.84251811,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,98.35529312,13.76234508,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,95.31316457,18.29492087,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,98.81449507,10.51579775,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,95.54184944,18.43431556,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,97.33386804,17.01788563,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,97.90026709,23.99661342,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,95.45022258,21.46952256,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,97.36275873,25.39505695,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,97.05056121,20.80852192,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,97.38224645,16.79305548,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,96.15358507,19.59443913,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,96.1800827,16.95043658,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,97.72937025,15.97917034,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,97.94702098,23.47051088,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,97.39440807,27.37356225,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,95.46230492,17.66089985,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,96.36199784,19.05035017,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,96.11657323,21.96864549,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,98.76769843,12.51228946,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,96.93364203,25.30062828,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,96.07146934,16.99540261,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,97.32685716,17.00439582,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,97.6606567,16.3703748,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,94.66684907,20.85798456,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,92.89046753,20.15201789,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,97.00051427,19.87322851,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,96.17983885,16.79305548,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,95.43031899,21.50549538,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,97.75907072,22.98038116,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,97.74938069,22.92642192,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,96.16697847,16.86949773,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,97.04285681,20.80402532,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,98.34877345,13.75784848,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,95.65482318,16.73909624,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,97.75750824,22.93091852,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,95.87231691,21.90119644,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,99.88405554,20.43530388,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,97.75240891,16.99989922,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,95.13564587,22.1395164,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,95.66953755,22.22495186,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,95.74197702,17.79579794,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,94.024508,22.86346948,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,96.47404674,22.04508774,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,95.10833663,22.1350198,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,98.12486451,21.64489008,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,96.17866528,16.87399433,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,96.14739879,16.76607586,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,95.4160213,16.60869476,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,94.84473123,20.24644655,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,97.30167102,22.62065292,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,96.93716971,20.66912723,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,96.09127483,21.74381534,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,95.6501276,16.73909624,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,95.08229079,21.35710749,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,96.05781756,21.9821353,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,96.8550258,21.28516184,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,96.13771089,16.78406227,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,99.88322339,20.44879369,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,95.32221985,18.27693446,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,98.32647819,13.74885528,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2553,96.26666214,19.60792893,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,96.92813565,25.3186147,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,96.18419318,24.46875674,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2556,96.92949428,20.66463063,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,97.36720415,16.91896036,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,98.24236674,16.48278988,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,96.18348493,16.86500113,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,97.72429965,20.23745335,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,96.62340535,23.10628604,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,97.75906563,22.99387096,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,95.40637218,18.6501525,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564,95.05414487,21.32113466,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,96.1253364,16.8245317,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,94.11267629,22.49474804,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,95.67581584,16.29842915,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,96.11999046,16.86949773,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,96.70041663,20.88496418,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,97.65425079,16.46030686,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,95.63825133,21.10529772,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,96.49980722,24.97237627,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,95.37668969,21.46052935,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,95.12310854,20.84899135,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,96.34406267,24.18547075,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,96.11420318,21.9866319,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,98.35425367,13.74885528,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,96.62772784,17.23372257,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,95.5038287,18.51075781,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,94.72374134,19.36960898,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,96.15470595,16.90996716,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,95.13381453,22.10804018,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,97.63062163,17.25170898,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2584,95.5121754,21.3795905,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,96.66531344,17.80029454,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,95.78353775,22.83199326,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,96.50772683,17.33714444,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,98.07509727,14.2344884,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,95.84567869,20.88046757,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,96.04202858,16.90097395,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,98.32562633,13.75784848,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,92.89849671,20.1655077,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,96.9974812,17.30117162,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,98.16571736,14.17603256,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,94.81158763,20.91194379,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,98.38167911,15.31367311,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,96.08648816,22.03159793,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,99.92318185,20.88946078,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,96.92866834,25.30062828,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,96.13017036,16.8155385,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,96.14512584,16.76157926,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,96.21016205,16.80654529,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,95.21393925,18.71310494,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,96.19746793,20.14752129,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,95.07354045,21.34361768,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,96.15352251,16.8245317,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,96.09890853,16.86500113,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,95.23565172,21.63589687,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,96.15863207,16.79755208,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,96.05420642,21.9911285,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,96.0661464,16.85600792,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,95.17290786,21.32563127,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,97.92741224,23.47051088,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2614,99.87654833,20.45329029,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2615,94.98181008,22.2924009,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,96.14031681,17.30117162,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,96.89372508,17.8902266,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,94.94587211,17.38660707,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,95.27878007,19.36511237,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,95.5416785,17.06285166,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,95.39623342,20.7635559,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2622,96.94325467,17.59794741,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,95.47550816,22.54421067,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,94.98507978,16.16802767,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,95.03127677,22.12152999,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,96.05563663,21.25818222,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,96.03393207,16.47379667,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,98.27914202,14.04113447,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,97.56375252,27.18020832,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,97.52447144,16.6671506,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,95.36836688,18.22297522,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,96.10212556,16.80654529,30,"square","false",0,25,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
